target,momentum_decile,si_decile,n,events,event_rate,momentum_row_n,momentum_row_event_rate,incremental_vs_momentum_row,incremental_lift_vs_momentum_row,overall_event_rate
down_7pct_5d,10,9,332,66,0.19879518072289157,3147,0.1509374006990785,0.04785778002381308,1.3170703868103995,0.08431223321531385
down_7pct_5d,10,10,221,44,0.19909502262443438,3147,0.1509374006990785,0.04815762192535589,1.319056918313884,0.08431223321531385
down_10pct_5d,1,1,367,24,0.0653950953678474,2918,0.07333790267306374,-0.007942807305216334,0.8916957396419567,0.04119651897687039
down_10pct_5d,1,2,216,25,0.11574074074074074,2918,0.07333790267306374,0.042402838067677,1.578184492904119,0.04119651897687039
down_10pct_5d,1,3,179,12,0.0670391061452514,2918,0.07333790267306374,-0.006298796527812345,0.9141126716441289,0.04119651897687039
down_10pct_5d,1,4,233,6,0.02575107296137339,2918,0.07333790267306374,-0.04758682971169035,0.3511291163611568,0.04119651897687039
down_10pct_5d,1,5,404,59,0.14603960396039603,2918,0.07333790267306374,0.07270170128733229,1.9913250670861478,0.04119651897687039
down_10pct_5d,1,6,269,15,0.055762081784386616,2918,0.07333790267306374,-0.017575820888677124,0.7603446478824306,0.04119651897687039
down_10pct_5d,1,7,372,18,0.04838709677419355,2918,0.07333790267306374,-0.024950805898870193,0.6597829363883027,0.04119651897687039
down_10pct_5d,1,8,169,7,0.04142011834319527,2918,0.07333790267306374,-0.03191778432986847,0.5647846043245037,0.04119651897687039
down_10pct_5d,1,9,403,27,0.06699751861042183,2918,0.07333790267306374,-0.00634038406264191,0.9135456042299575,0.04119651897687039
down_10pct_5d,1,10,306,21,0.06862745098039216,2918,0.07333790267306374,-0.004710451692671577,0.9357705699102071,0.04119651897687039
down_10pct_5d,2,1,344,10,0.029069767441860465,3013,0.03484898771988052,-0.0057792202780200565,0.8341638981173864,0.04119651897687039
down_10pct_5d,2,2,283,14,0.04946996466431095,3013,0.03484898771988052,0.01462097694443043,1.419552414605418,0.04119651897687039
down_10pct_5d,2,3,284,7,0.02464788732394366,3013,0.03484898771988052,-0.01020110039593686,0.7072769953051642,0.04119651897687039
down_10pct_5d,2,4,313,5,0.01597444089456869,3013,0.03484898771988052,-0.018874546825311832,0.45839038490795675,0.04119651897687039
down_10pct_5d,2,5,252,19,0.07539682539682539,3013,0.03484898771988052,0.04054783767694487,2.163529856386999,0.04119651897687039
down_10pct_5d,2,6,297,10,0.03367003367003367,3013,0.03484898771988052,-0.0011789540498468518,0.9661696328362994,0.04119651897687039
down_10pct_5d,2,7,398,11,0.02763819095477387,3013,0.03484898771988052,-0.00721079676510665,0.793084469968892,0.04119651897687039
down_10pct_5d,2,8,249,3,0.012048192771084338,3013,0.03484898771988052,-0.022800794948796183,0.34572576018359147,0.04119651897687039
down_10pct_5d,2,9,386,20,0.05181347150259067,3013,0.03484898771988052,0.01696448378271015,1.4867999013076731,0.04119651897687039
down_10pct_5d,2,10,207,6,0.028985507246376812,3013,0.03484898771988052,-0.005863480473503709,0.8317460317460317,0.04119651897687039
down_10pct_5d,3,1,378,19,0.05026455026455026,3018,0.03479125248508946,0.015473297779460798,1.4447467876039304,0.04119651897687039
down_10pct_5d,3,2,319,8,0.025078369905956112,3018,0.03479125248508946,-0.009712882579133351,0.7208240035826242,0.04119651897687039
down_10pct_5d,3,3,323,10,0.030959752321981424,3018,0.03479125248508946,-0.003831500163108039,0.8898717381689518,0.04119651897687039
down_10pct_5d,3,4,345,3,0.008695652173913044,3018,0.03479125248508946,-0.02609560031117642,0.24993788819875776,0.04119651897687039
down_10pct_5d,3,5,233,14,0.060085836909871244,3018,0.03479125248508946,0.02529458442478178,1.727038626609442,0.04119651897687039
down_10pct_5d,3,6,281,10,0.03558718861209965,3018,0.03479125248508946,0.0007959361270101842,1.0228774783934926,0.04119651897687039
down_10pct_5d,3,7,299,8,0.026755852842809364,3018,0.03479125248508946,-0.0080353996422801,0.7690396559961777,0.04119651897687039
down_10pct_5d,3,8,280,6,0.02142857142857143,3018,0.03479125248508946,-0.013362681056518035,0.6159183673469388,0.04119651897687039
down_10pct_5d,3,9,337,16,0.04747774480712166,3018,0.03479125248508946,0.0126864923220322,1.3646460364561255,0.04119651897687039
down_10pct_5d,3,10,223,11,0.04932735426008968,3018,0.03479125248508946,0.01453610177500022,1.4178090967328634,0.04119651897687039
down_10pct_5d,4,1,396,9,0.022727272727272728,3030,0.025082508250825083,-0.002355235523552355,0.9061004784688995,0.04119651897687039
down_10pct_5d,4,2,407,5,0.012285012285012284,3030,0.025082508250825083,-0.012797495965812799,0.48978404241562135,0.04119651897687039
down_10pct_5d,4,3,347,9,0.025936599423631124,3030,0.025082508250825083,0.0008540911728060416,1.0340512664947672,0.04119651897687039
down_10pct_5d,4,4,307,1,0.003257328990228013,3030,0.025082508250825083,-0.02182517926059707,0.12986456368935367,0.04119651897687039
down_10pct_5d,4,5,258,11,0.04263565891472868,3030,0.025082508250825083,0.0175531506639036,1.6998164014687882,0.04119651897687039
down_10pct_5d,4,6,315,8,0.025396825396825397,3030,0.025082508250825083,0.000314317146000314,1.012531328320802,0.04119651897687039
down_10pct_5d,4,7,271,8,0.02952029520295203,3030,0.025082508250825083,0.004437786952126946,1.1769275587492716,0.04119651897687039
down_10pct_5d,4,8,262,6,0.022900763358778626,3030,0.025082508250825083,-0.002181744892046457,0.9130172760144636,0.04119651897687039
down_10pct_5d,4,9,284,10,0.035211267605633804,3030,0.025082508250825083,0.010128759354808722,1.4038176426982951,0.04119651897687039
down_10pct_5d,4,10,183,9,0.04918032786885246,3030,0.025082508250825083,0.024097819618027375,1.960742018981881,0.04119651897687039
down_10pct_5d,5,1,362,12,0.03314917127071823,3069,0.033235581622678395,-8.641035196016444e-05,0.9974000649983751,0.04119651897687039
down_10pct_5d,5,2,507,13,0.02564102564102564,3069,0.033235581622678395,-0.007594555981652755,0.7714932126696833,0.04119651897687039
down_10pct_5d,5,3,321,4,0.012461059190031152,3069,0.033235581622678395,-0.02077452243264724,0.3749312809235844,0.04119651897687039
down_10pct_5d,5,4,309,12,0.038834951456310676,3069,0.033235581622678395,0.005599369833632281,1.1684751570531124,0.04119651897687039
down_10pct_5d,5,5,254,12,0.047244094488188976,3069,0.033235581622678395,0.01400851286551058,1.4214914312181566,0.04119651897687039
down_10pct_5d,5,6,343,11,0.03206997084548105,3069,0.033235581622678395,-0.0011656107771973456,0.9649288286743269,0.04119651897687039
down_10pct_5d,5,7,303,11,0.036303630363036306,3069,0.033235581622678395,0.0030680487403579107,1.0923121723937101,0.04119651897687039
down_10pct_5d,5,8,250,9,0.036,3069,0.033235581622678395,0.002764418377321602,1.0831764705882352,0.04119651897687039
down_10pct_5d,5,9,243,11,0.04526748971193416,3069,0.033235581622678395,0.012031908089255763,1.362018881626725,0.04119651897687039
down_10pct_5d,5,10,177,7,0.03954802259887006,3069,0.033235581622678395,0.006312440976191665,1.1899302093718844,0.04119651897687039
down_10pct_5d,6,1,306,11,0.03594771241830065,2973,0.029263370332996974,0.006684342085303677,1.2284201036736533,0.04119651897687039
down_10pct_5d,6,2,506,11,0.021739130434782608,2973,0.029263370332996974,-0.007524239898214366,0.7428785607196401,0.04119651897687039
down_10pct_5d,6,3,348,4,0.011494252873563218,2973,0.029263370332996974,-0.017769117459433756,0.39278636543797063,0.04119651897687039
down_10pct_5d,6,4,334,10,0.029940119760479042,2973,0.029263370332996974,0.0006767494274820679,1.023126161470163,0.04119651897687039
down_10pct_5d,6,5,232,11,0.04741379310344827,2973,0.029263370332996974,0.0181504227704513,1.6202437574316289,0.04119651897687039
down_10pct_5d,6,6,323,4,0.01238390092879257,2973,0.029263370332996974,-0.016879469404204404,0.42318778691149783,0.04119651897687039
down_10pct_5d,6,7,280,10,0.03571428571428571,2973,0.029263370332996974,0.006450915381288738,1.2204433497536944,0.04119651897687039
down_10pct_5d,6,8,208,6,0.028846153846153848,2973,0.029263370332996974,-0.00041721648684312634,0.9857427055702918,0.04119651897687039
down_10pct_5d,6,9,255,9,0.03529411764705882,2973,0.029263370332996974,0.006030747314061849,1.2060851926977687,0.04119651897687039
down_10pct_5d,6,10,181,11,0.06077348066298342,2973,0.029263370332996974,0.03151011032998645,2.0767765288626405,0.04119651897687039
down_10pct_5d,7,1,351,8,0.022792022792022793,3021,0.029791459781529295,-0.006999436989506502,0.7650522317188984,0.04119651897687039
down_10pct_5d,7,2,540,12,0.022222222222222223,3021,0.029791459781529295,-0.007569237559307072,0.745925925925926,0.04119651897687039
down_10pct_5d,7,3,332,7,0.02108433734939759,3021,0.029791459781529295,-0.008707122432131707,0.7077309236947791,0.04119651897687039
down_10pct_5d,7,4,274,5,0.01824817518248175,3021,0.029791459781529295,-0.011543284599047545,0.612530413625304,0.04119651897687039
down_10pct_5d,7,5,244,14,0.05737704918032787,3021,0.029791459781529295,0.027585589398798575,1.9259562841530056,0.04119651897687039
down_10pct_5d,7,6,340,8,0.023529411764705882,3021,0.029791459781529295,-0.006262048016823413,0.7898039215686274,0.04119651897687039
down_10pct_5d,7,7,292,13,0.04452054794520548,3021,0.029791459781529295,0.014729088163676182,1.4944063926940638,0.04119651897687039
down_10pct_5d,7,8,208,7,0.03365384615384615,3021,0.029791459781529295,0.003862386372316857,1.1296474358974358,0.04119651897687039
down_10pct_5d,7,9,272,9,0.03308823529411765,3021,0.029791459781529295,0.003296775512588352,1.1106617647058823,0.04119651897687039
down_10pct_5d,7,10,168,7,0.041666666666666664,3021,0.029791459781529295,0.011875206885137369,1.398611111111111,0.04119651897687039
down_10pct_5d,8,1,364,9,0.024725274725274724,3025,0.026446280991735537,-0.0017210062664608124,0.9349244505494505,0.04119651897687039
down_10pct_5d,8,2,487,7,0.014373716632443531,3025,0.026446280991735537,-0.012072564359292005,0.543506160164271,0.04119651897687039
down_10pct_5d,8,3,338,4,0.011834319526627219,3025,0.026446280991735537,-0.014611961465108318,0.4474852071005917,0.04119651897687039
down_10pct_5d,8,4,283,9,0.03180212014134275,3025,0.026446280991735537,0.005355839149607217,1.2025176678445229,0.04119651897687039
down_10pct_5d,8,5,226,8,0.035398230088495575,3025,0.026446280991735537,0.008951949096760038,1.3384955752212389,0.04119651897687039
down_10pct_5d,8,6,366,6,0.01639344262295082,3025,0.026446280991735537,-0.010052838368784716,0.6198770491803279,0.04119651897687039
down_10pct_5d,8,7,315,21,0.06666666666666667,3025,0.026446280991735537,0.04022038567493113,2.5208333333333335,0.04119651897687039
down_10pct_5d,8,8,225,3,0.013333333333333334,3025,0.026446280991735537,-0.013112947658402202,0.5041666666666668,0.04119651897687039
down_10pct_5d,8,9,259,7,0.02702702702702703,3025,0.026446280991735537,0.000580746035291492,1.0219594594594597,0.04119651897687039
down_10pct_5d,8,10,162,6,0.037037037037037035,3025,0.026446280991735537,0.010590756045301498,1.400462962962963,0.04119651897687039
down_10pct_5d,9,1,366,10,0.0273224043715847,3007,0.03857665447289658,-0.01125425010131188,0.7082626719427171,0.04119651897687039
down_10pct_5d,9,2,426,8,0.018779342723004695,3007,0.03857665447289658,-0.019797311749891883,0.4868058928282337,0.04119651897687039
down_10pct_5d,9,3,299,6,0.020066889632107024,3007,0.03857665447289658,-0.018509764840789554,0.5201822165840156,0.04119651897687039
down_10pct_5d,9,4,249,15,0.060240963855421686,3007,0.03857665447289658,0.02166430938252511,1.5615911923556294,0.04119651897687039
down_10pct_5d,9,5,276,18,0.06521739130434782,3007,0.03857665447289658,0.026640736831451246,1.6905922038980508,0.04119651897687039
down_10pct_5d,9,6,358,10,0.027932960893854747,3007,0.03857665447289658,-0.010643693579041831,0.7240897707570795,0.04119651897687039
down_10pct_5d,9,7,310,16,0.05161290322580645,3007,0.03857665447289658,0.013036248752909874,1.3379310344827584,0.04119651897687039
down_10pct_5d,9,8,212,6,0.02830188679245283,3007,0.03857665447289658,-0.010274767680443747,0.7336532205595315,0.04119651897687039
down_10pct_5d,9,9,330,19,0.05757575757575758,3007,0.03857665447289658,0.018999103102861,1.4925026123301985,0.04119651897687039
down_10pct_5d,9,10,181,8,0.04419889502762431,3007,0.03857665447289658,0.00562224055472773,1.1457420461040198,0.04119651897687039
down_10pct_5d,10,1,451,28,0.06208425720620843,3147,0.08579599618684461,-0.02371173898063618,0.7236265089923627,0.04119651897687039
down_10pct_5d,10,2,265,9,0.033962264150943396,3147,0.08579599618684461,-0.05183373203590121,0.3958490566037736,0.04119651897687039
down_10pct_5d,10,3,298,13,0.0436241610738255,3147,0.08579599618684461,-0.042171835113019106,0.5084638329604773,0.04119651897687039
down_10pct_5d,10,4,274,17,0.06204379562043796,3147,0.08579599618684461,-0.023752200566406652,0.7231549067315491,0.04119651897687039
down_10pct_5d,10,5,384,61,0.15885416666666666,3147,0.08579599618684461,0.07305817047982205,1.8515335648148148,0.04119651897687039
down_10pct_5d,10,6,306,38,0.12418300653594772,3147,0.08579599618684461,0.03838701034910311,1.4474219317356574,0.04119651897687039
down_10pct_5d,10,7,399,38,0.09523809523809523,3147,0.08579599618684461,0.009442099051250624,1.11005291005291,0.04119651897687039
down_10pct_5d,10,8,217,11,0.05069124423963134,3147,0.08579599618684461,-0.03510475194721327,0.5908346134152587,0.04119651897687039
down_10pct_5d,10,9,332,30,0.09036144578313253,3147,0.08579599618684461,0.004565449596287921,1.0532128514056225,0.04119651897687039
down_10pct_5d,10,10,221,25,0.11312217194570136,3147,0.08579599618684461,0.02732617575885675,1.3185017596782302,0.04119651897687039
