target,test_period,n,observed_max_abs_incremental_pp,max_abs_incremental_permutation_p,observed_high_high_incremental_pp,high_high_one_sided_p,high_high_two_sided_p,permutations,min_cell_n
down_5pct_5d,"(2024-12-31, 2025-12-19]",30262,10.479412754001704,0.000999000999000999,2.817594002475965,0.11188811188811189,0.2017982017982018,1000,50
down_7pct_5d,"(2024-12-31, 2025-12-19]",30262,8.343759930092151,0.000999000999000999,4.815762192535589,0.00999000999000999,0.012987012987012988,1000,50
down_10pct_5d,"(2024-12-31, 2025-12-19]",30262,7.305817047982205,0.000999000999000999,2.732617575885675,0.03396603396603397,0.054945054945054944,1000,50
