split,evaluation,prior_return_tail,si_tail,prior_return_signal,si_signal,target,base_n,high_si_n,other_si_n,high_si_events,other_si_events,high_si_event_rate,other_si_event_rate,event_rate_difference,event_rate_lift,target_difference,target_bootstrap_ci_low,target_bootstrap_ci_high,high_si_mean_return_1d,other_si_mean_return_1d,return_difference_1d,return_ci_low_1d,return_ci_high_1d,high_si_mean_return_3d,other_si_mean_return_3d,return_difference_3d,return_ci_low_3d,return_ci_high_3d,high_si_mean_return_5d,other_si_mean_return_5d,return_difference_5d,return_ci_low_5d,return_ci_high_5d,high_si_mean_return_10d,other_si_mean_return_10d,return_difference_10d,return_ci_low_10d,return_ci_high_10d,high_si_mean_return_20d,other_si_mean_return_20d,return_difference_20d,return_ci_low_20d,return_ci_high_20d
window_1,validation,0.01,0.2,price_momentum_5d,short_interest_change,down_10pct_5d,514,34,480,11,96,0.3235294117647059,0.2,0.12352941176470589,1.6176470588235294,0.12352941176470589,-0.03395220588235293,0.28522365196078403,-0.022360978465061295,-0.005376147007164278,-0.016984831457897018,-0.036189413002532665,0.0011883157474632514,-0.06843845531595089,-0.01878668997062627,-0.04965176534532462,-0.09101722479469723,-0.010471532910816095,-0.08275688026497195,-0.017283977531232928,-0.06547290273373903,-0.1090664233872555,-0.023504924564794367,-0.0828007620380039,-0.017583516312511815,-0.06521724572549209,-0.10588562101467495,-0.025298531007381178,-0.10409201844984473,-0.01259286155043895,-0.09149915689940577,-0.1720272039970987,-0.012792320247320979
window_1,validation,0.01,0.1,price_momentum_5d,short_interest_change,down_10pct_5d,514,34,480,11,96,0.3235294117647059,0.2,0.12352941176470589,1.6176470588235294,0.12352941176470589,-0.04020220588235294,0.2810049019607843,-0.022360978465061295,-0.005376147007164278,-0.016984831457897018,-0.03528132977342612,0.0006111804548889775,-0.06843845531595089,-0.01878668997062627,-0.04965176534532462,-0.09053553242414018,-0.011477511512269454,-0.08275688026497195,-0.017283977531232928,-0.06547290273373903,-0.10848731959848243,-0.02432978200808573,-0.0828007620380039,-0.017583516312511815,-0.06521724572549209,-0.10461966620465891,-0.02466348991799271,-0.10409201844984473,-0.01259286155043895,-0.09149915689940577,-0.17294472173011965,-0.01267037484375516
window_1,validation,0.01,0.05,price_momentum_5d,short_interest_change,down_10pct_5d,514,33,481,11,96,0.3333333333333333,0.1995841995841996,0.13374913374913372,1.6701388888888886,0.13374913374913372,-0.028161028161028168,0.30517230517230515,-0.023092091830097576,-0.005361298962282157,-0.01773079286781542,-0.03635025430396637,0.0008149459890609938,-0.07053018479412668,-0.01874640866618869,-0.05178377612793798,-0.09478689727412781,-0.013338692318989797,-0.08592459144926391,-0.01720276845358657,-0.06872182299567733,-0.11216040110727236,-0.025078226088362868,-0.08481047569785745,-0.017581222539019767,-0.06722925315883768,-0.10704878746061568,-0.024503602304050413,-0.10159237264172061,-0.012954581859311093,-0.08863779078240952,-0.1694500545593754,-0.004957426247019459
window_1,validation,0.01,0.025,price_momentum_5d,short_interest_change,down_10pct_5d,514,26,488,10,97,0.38461538461538464,0.1987704918032787,0.18584489281210595,1.934972244250595,0.18584489281210595,-0.0028767339218158834,0.3884497162673389,-0.0192007310628915,-0.005822960704130652,-0.013377770358760848,-0.03268593529359287,0.005975340247639852,-0.07224528492305109,-0.01939783044804019,-0.052847454475010894,-0.10268726198162569,-0.006320504788161778,-0.0921209133757286,-0.017858400402114564,-0.07426251297361404,-0.1254097192751444,-0.023702105551830388,-0.088747812530305,-0.018335800437520235,-0.07041201209278478,-0.11596284633557298,-0.02606086694854722,-0.09435496228767337,-0.014611625311528497,-0.07974333697614487,-0.1826614401439649,0.01780165547917896
window_1,validation,0.01,0.01,price_momentum_5d,short_interest_change,down_10pct_5d,514,12,502,5,102,0.4166666666666667,0.20318725099601595,0.21347941567065074,2.0506535947712417,0.21347941567065074,,,-0.007835355914899167,-0.00646772820771344,-0.0013676277071857272,,,-0.04910497184240716,-0.02142481873413158,-0.027680153108275582,,,-0.07609404865030643,-0.02031257880517365,-0.05578146984513278,,,-0.06624210371810992,-0.02083746712087746,-0.045404636597232456,,,-0.052823713427563236,-0.017828321933017248,-0.03499539149454599,,
window_1,test,0.2,0.2,price_momentum_5d,short_interest_change,down_10pct_5d,6187,199,5988,22,365,0.11055276381909548,0.06095524382097529,0.0495975199981202,1.8136710952020376,0.0495975199981202,0.008223335280275794,0.09467555294844293,-0.001767085527952915,-5.86119507492931e-05,-0.0017084735772036218,-0.007795856276195449,0.004029595613365403,-0.004257716850046417,0.0005704948878832715,-0.0048282117379296885,-0.015251754527402966,0.005467994643313787,-0.012425373714569933,0.0013505069561821955,-0.013775880670752128,-0.026209197050792825,-0.0011805293476922056,-0.013526834646045106,0.004800834503243313,-0.01832766914928842,-0.036214468458479726,0.0006431177333892823,0.007978369145457137,0.008266113691585128,-0.0002877445461279913,-0.03007659392601381,0.03702590246908662
window_1,test,0.2,0.1,price_momentum_5d,short_interest_change,down_10pct_5d,6187,199,5988,22,365,0.11055276381909548,0.06095524382097529,0.0495975199981202,1.8136710952020376,0.0495975199981202,0.009198086289832602,0.09751494194418986,-0.001767085527952915,-5.86119507492931e-05,-0.0017084735772036218,-0.007821352278512826,0.0041797202950969135,-0.004257716850046417,0.0005704948878832715,-0.0048282117379296885,-0.015029415231935976,0.005406815938324508,-0.012425373714569933,0.0013505069561821955,-0.013775880670752128,-0.026243317507721232,-0.0006678863577572743,-0.013526834646045106,0.004800834503243313,-0.01832766914928842,-0.03553226411805901,0.0007548240627752768,0.007978369145457137,0.008266113691585128,-0.0002877445461279913,-0.03153082515639356,0.035146423216414355
window_1,test,0.2,0.05,price_momentum_5d,short_interest_change,down_10pct_5d,6187,195,5992,22,365,0.11282051282051282,0.060914552736982645,0.05190596008353018,1.8521109940288023,0.05190596008353018,0.009753282153983085,0.10140062818801135,-0.002232470387893477,-4.4607252254701036e-05,-0.002187863135638776,-0.008433543188097815,0.0037615052041682375,-0.005335536187564671,0.0006023476789153714,-0.005937883866480043,-0.016005979205528445,0.0046819804801311055,-0.013863653223349044,0.0013881172668512407,-0.015251770490200284,-0.0278874368013292,-0.0025295514575792866,-0.013479080395889645,0.004787045658887927,-0.018266126054777572,-0.036041467118319875,0.0011461749241522725,0.007813042923137219,0.008271301881699925,-0.0004582589585627062,-0.03230564559370867,0.03721578443443452
window_1,test,0.2,0.025,price_momentum_5d,short_interest_change,down_10pct_5d,6187,152,6035,19,368,0.125,0.06097763048881524,0.06402236951118476,2.049932065217391,0.06402236951118476,0.012333019011904233,0.1189808082239567,-0.0011476337461333497,-8.751914693241559e-05,-0.0010601145992009341,-0.008788235673122619,0.006191647643518099,-0.004285476256628455,0.0005335923987561426,-0.004819068655384598,-0.017816101864494567,0.007353025847455996,-0.012776794460392461,0.001252072749361926,-0.014028867209754388,-0.030208836717083177,0.0017725185236505774,-0.013037565468346377,0.004645777441929846,-0.017683342910276224,-0.04022372494533516,0.005707575454880406,0.02000697952116397,0.007960915220868395,0.012046064300295575,-0.025784907370013432,0.05596065666361248
window_1,test,0.2,0.01,price_momentum_5d,short_interest_change,down_10pct_5d,6187,88,6099,15,372,0.17045454545454544,0.06099360550909985,0.10946093994544559,2.7946297653958942,0.10946093994544559,0.03121077971053377,0.1919986883095587,-0.003021636471873364,-7.160425834145611e-05,-0.002950032213531908,-0.01382384319905409,0.007848646763350446,-0.009230029096769855,0.0005543663380884636,-0.009784395434858319,-0.030204668206351416,0.00921959928122328,-0.01628492132844136,0.001155477842486048,-0.01744039917092741,-0.041145740478996544,0.0074815322526034875,-0.02121347520491467,0.0045781837561715815,-0.025791658961086254,-0.05238693139422469,-0.00039936450405022076,0.02414013744775644,0.008027685218848198,0.01611245222890824,-0.04008555811261438,0.09288231253729752
