window,evaluation,target,momentum_tail,si_tail,momentum_n,momentum_events,momentum_event_rate,momentum_plus_si_n,momentum_plus_si_events,momentum_plus_si_event_rate,incremental_event_rate_difference,incremental_event_rate_lift
window_2,validation,down_7pct_5d,0.2,0.1,6187,740,0.1196056246969452,199,43,0.21608040201005024,0.09647477731310504,1.8066073611299742
window_2,validation,down_7pct_5d,0.2,0.05,6187,740,0.1196056246969452,195,43,0.2205128205128205,0.1009071958158753,1.8436659736659737
window_2,validation,down_7pct_5d,0.2,0.025,6187,740,0.1196056246969452,152,36,0.23684210526315788,0.11723648056621268,1.9801920341394026
window_2,validation,down_7pct_5d,0.1,0.2,3175,476,0.1499212598425197,127,29,0.2283464566929134,0.0784251968503937,1.523109243697479
window_2,validation,down_7pct_5d,0.1,0.1,3175,476,0.1499212598425197,127,29,0.2283464566929134,0.0784251968503937,1.523109243697479
window_2,validation,down_7pct_5d,0.1,0.05,3175,476,0.1499212598425197,123,29,0.23577235772357724,0.08585109788105755,1.5726412516226003
window_2,validation,down_7pct_5d,0.1,0.025,3175,476,0.1499212598425197,98,26,0.2653061224489796,0.11538486260645991,1.769636425998971
window_2,validation,down_7pct_5d,0.05,0.2,1635,302,0.18470948012232416,75,20,0.26666666666666666,0.0819571865443425,1.4437086092715232
window_2,validation,down_7pct_5d,0.05,0.1,1635,302,0.18470948012232416,75,20,0.26666666666666666,0.0819571865443425,1.4437086092715232
window_2,validation,down_7pct_5d,0.05,0.05,1635,302,0.18470948012232416,72,20,0.2777777777777778,0.09306829765545363,1.5038631346578366
window_2,validation,down_7pct_5d,0.05,0.025,1635,302,0.18470948012232416,55,17,0.3090909090909091,0.12438142896858492,1.6733895243829018
window_2,validation,down_7pct_5d,0.025,0.2,894,181,0.20246085011185683,43,15,0.3488372093023256,0.14637635919046876,1.722985995117564
window_2,validation,down_7pct_5d,0.025,0.1,894,181,0.20246085011185683,43,15,0.3488372093023256,0.14637635919046876,1.722985995117564
window_2,validation,down_7pct_5d,0.025,0.05,894,181,0.20246085011185683,40,15,0.375,0.17253914988814317,1.8522099447513811
window_2,validation,down_7pct_5d,0.025,0.025,894,181,0.20246085011185683,30,13,0.43333333333333335,0.23087248322147652,2.140331491712707
window_2,validation,down_10pct_5d,0.2,0.2,6187,387,0.06255050913205107,199,22,0.11055276381909548,0.048002254687044416,1.7674158908236275
window_2,validation,down_10pct_5d,0.2,0.1,6187,387,0.06255050913205107,199,22,0.11055276381909548,0.048002254687044416,1.7674158908236275
window_2,validation,down_10pct_5d,0.2,0.05,6187,387,0.06255050913205107,195,22,0.11282051282051282,0.050270003688461753,1.8036705757635991
window_2,validation,down_10pct_5d,0.2,0.025,6187,387,0.06255050913205107,152,19,0.125,0.06244949086794893,1.9983850129198968
window_2,validation,down_10pct_5d,0.1,0.2,3175,270,0.08503937007874016,127,18,0.14173228346456693,0.05669291338582677,1.6666666666666667
window_2,validation,down_10pct_5d,0.1,0.1,3175,270,0.08503937007874016,127,18,0.14173228346456693,0.05669291338582677,1.6666666666666667
window_2,validation,down_10pct_5d,0.1,0.05,3175,270,0.08503937007874016,123,18,0.14634146341463414,0.06130209333589398,1.7208672086720866
window_2,validation,down_10pct_5d,0.1,0.025,3175,270,0.08503937007874016,98,16,0.16326530612244897,0.07822593604370881,1.9198790627362055
window_2,validation,down_10pct_5d,0.05,0.2,1635,183,0.11192660550458716,75,15,0.2,0.08807339449541285,1.7868852459016393
window_2,validation,down_10pct_5d,0.05,0.1,1635,183,0.11192660550458716,75,15,0.2,0.08807339449541285,1.7868852459016393
window_2,validation,down_10pct_5d,0.05,0.05,1635,183,0.11192660550458716,72,15,0.20833333333333334,0.09640672782874618,1.8613387978142075
window_2,validation,down_10pct_5d,0.05,0.025,1635,183,0.11192660550458716,55,13,0.23636363636363636,0.1244370308590492,2.11177347242921
window_2,validation,down_10pct_5d,0.025,0.2,894,124,0.13870246085011187,43,11,0.2558139534883721,0.11711149263826023,1.8443360840210052
window_2,validation,down_10pct_5d,0.025,0.1,894,124,0.13870246085011187,43,11,0.2558139534883721,0.11711149263826023,1.8443360840210052
window_2,validation,down_10pct_5d,0.025,0.05,894,124,0.13870246085011187,40,11,0.275,0.13629753914988815,1.9826612903225806
window_2,validation,down_10pct_5d,0.025,0.025,894,124,0.13870246085011187,30,9,0.3,0.16129753914988812,2.1629032258064513
